Contract ID,NAICS,Date Signed,Contracting Agency ID,PSC,Region,Business Entity ID,Action Obligation ($),Modification Count,Total Modified Action Obligation ($),Competition Type,Bids
F07CC10507,236220,2007-09-27,3300,Z191,Southeast,LZYUDX42KJN9,3062757,12,3307422,Open,4
GS11P11ZGC0239,236220,2011-09-15,4740,Y111,Southeast,Z6N1GCAHK2Y5,25000,0,0,Open,1
2031ZA24C00462,236220,2024-09-30,2041,Z2AZ,Southeast,W3FBQL95SCC7,1073324,0,0,Restricted,1
47PE0119C0007,236220,2019-03-19,4740,Z2AA,West,JHLXRXUG7EL5,22028,0,0,Restricted,1
GS11P09NWC0016,236220,2008-11-21,4740,Z111,Southeast,LA2AEB68LK16,595000,1,11505,Restricted,1
VA101F16C2784,236220,2016-09-30,3600,Z1AZ,Southwest,FH9EB9FL27B6,4711124,5,120623,Open,1
47PE0221C0004,236220,2020-11-13,4740,Z2AA,Southeast,J3EHPWF5BSD3,0,1,234904,Restricted,1
W912DR17C0067,236220,2017-09-30,2100,Z2AA,Northeast,KJR5GB15SVB9,668508,8,656315,Restricted,1
W912PL23C0009,236220,2023-05-30,2100,Y1JZ,Southwest,HKRVPDJJ42G3,15164045,9,328879,Restricted,1
INPC8650060006,236220,2006-06-20,1443,Z161,Southwest,STJXNA5AA7F4,173254,3,640,Restricted,1
VA250C0111,236220,2007-09-23,3600,Y141,Northeast,KR95DMJND5N5,584820,1,36755,Open,6
VA261C0296,236220,2007-09-28,3600,AD61,West,HRNUQENQP933,475000,3,40328,Restricted,1
W9124N10C0024,236220,2010-06-01,2100,Z119,West,PWMFYG34A469,119800,0,0,Open,13
GS04P05CXC0017,236220,2004-12-21,4740,Z111,Southeast,TT9DBSJAH9L4,7333,0,0,Restricted,1
W91ZRS10C0015,236220,2010-09-16,2100,Z152,Northeast,P5RGLZW9K876,3999775,2,435932,Open,6
GS09P10WLC0019,236220,2010-10-21,4740,Z111,West,EKCKMJ8L7D45,58466,0,0,Open,1
VA24913C0164,236220,2013-06-28,3600,Z1DA,Southeast,CSZMC6DDAHE7,276797,1,0,Open,7
N6945018C7211,236220,2018-04-04,1700,Z2PZ,Southeast,CEG7BHZXSU75,2461440,6,567804,Open,""
36C25923C0022,236220,2022-12-21,3600,Z2DA,West,QJZ3G3E1VCS5,29424,0,0,Open,2
V69DC715,236220,2004-09-23,3600,Z141,Midwest,JXYNSJ9DEXK8,2356271,1,61526,Restricted,1
FA480015C0012,236220,2015-09-28,5700,Y1PZ,Southeast,KW9NCQ8W64S4,373586,3,0,Open,""
VA259C0154,236220,2007-07-24,3600,Y149,West,PP4HCVGNJCP8,693017,0,0,Restricted,1
GS11P12YEC0101,236220,2012-06-04,4740,F108,Southeast,FXNFLNHK4MK3,0,4,5760,Open,1
FA452814C3001,236220,2014-09-26,5700,Z1AA,West,TX8AT2QM27K5,3791573,10,833809,Open,""
1305M219CNWWX0040,236220,2019-07-23,1330,Z1JZ,Southeast,W5E4GGV7EWN5,191564,0,0,Restricted,1
GS08P12VEC0013,236220,2012-08-29,4740,Z2AA,West,QYLKXK2MJHA3,507009,14,80673,Open,1
1282CS19C0011,236220,2019-09-24,12C2,Y1AZ,West,TCK7C1U8EMH9,1792647,4,72822,Restricted,1
W912L104C0040,236220,2004-09-28,2100,Y139,Southwest,M3ERUKB9BCA6,474697,1,51603,Restricted,1
W9127S11C6005,236220,2011-06-09,2100,Z141,Southeast,C1CCESCMJUY1,2079982,0,0,Restricted,1
W917BK05C0023,236220,2005-02-18,2100,Y159,Southeast,LN9PU5M2YZN5,143940,0,0,Open,4
W5J9JE11C0218,236220,2011-09-30,2100,Y199,Southeast,NN2NGPDNCK23,721270,7,226700,Open,3
GS11P11MAM0257,236220,2011-05-16,4740,Y111,Southeast,CVZLC3PKNDN3,3977,0,0,Open,1
GS08P13JBP0062,236220,2013-05-29,4740,Z2AA,West,MZRHH1GHH815,12812,0,0,Open,1
GS11P07ZGC0198,236220,2007-07-13,4740,Z111,West,LN8UX4R3CQY6,334259,2,685082,Restricted,1
47PF0018C0156,236220,2018-09-27,4740,Z2AA,Southeast,U5WBKPSN1XB9,9924,0,0,Open,1
47PJ0022C0038,236220,2022-09-13,4740,Z2AA,West,KEUPEUF8J3F7,1157890,4,12166,Open,1
AG32SCC120021,236220,2012-09-21,12H2,Y1DB,West,JMXUUGWTKLD8,3174257,13,1080314,Restricted,1
N6945011C6346,236220,2011-09-28,1700,Z199,Southeast,FEPWBHA88N15,1028843,6,49988,Open,""
GS11P16YTC7001,236220,2015-10-28,4740,Y1AA,Southeast,N9X5L39W9LU8,499381,1,0,Restricted,1
W912PL07C0028,236220,2007-09-28,2100,Y159,West,NDVPM1NN8XL7,9155000,21,638102,Open,8
HSCG8306C3WF040,236220,2005-10-31,7008,Z199,Midwest,VPK8AHKLG8U5,174727,4,82070,Restricted,1
70000200306D387110215,236220,2003-06-15,1540,Y166,West,ZY7XHSAAC875,67014,0,0,Open,1
W912QR06C0046,236220,2006-08-29,2100,Y199,Northeast,TKREZ1NKKTB7,34472800,24,2021519,Open,14
AG95CVC080011,236220,2008-09-27,12H2,Y199,West,WV5CKEFM1VQ1,867796,1,66700,Restricted,1
AG92X95082X940181,236220,2004-08-25,12C2,Y111,West,WNG6CEHSKTN9,4761334,0,0,Open,7
140R1022C0006,236220,2022-09-13,1425,Y1JZ,Northeast,YHC6LCJN8B85,6106834,61,1548075,Restricted,1
47PE0724C0007,236220,2024-08-01,4740,Z2AA,Southeast,CNMMLSB3GED9,609602,0,0,Restricted,1
W50S7Z22C0016,236220,2022-09-28,2100,Y1EB,Southeast,ESTXCGSHP8W5,4284850,7,391527,Open,6
GS03P16QKC7053,236220,2016-07-28,4740,Z2AA,Northeast,RHDSJJX1JL85,16750,1,950,Open,2
N0042123C0046,236220,2023-09-21,1700,Z2AA,Southeast,K1X3AGMLFCJ3,2663985,0,0,Open,""
GS03P16QAC7029,236220,2016-07-25,4740,Z2AA,Southeast,JB4YNN8FDQ13,8604,1,0,Restricted,1
W9126G12C0064,236220,2012-09-26,2100,Y1JZ,Southwest,MTJAT2ZAF7Y4,1791880,5,161248,Restricted,1
W5J9JE10C0026,236220,2010-05-18,2100,Y199,Southeast,LN9PU5M2YZN5,2060815,6,0,Open,17
GS05P16SVC7026,236220,2016-04-05,4740,Z2AA,Midwest,HE2QULKCL2T5,11849,1,9554,Open,2
W50S9120C0003,236220,2020-09-27,2100,Z2AB,Northeast,GBL4JH9YLCG7,93916,0,0,Restricted,1
36C25523C0103,236220,2023-09-18,3600,Z2DA,Midwest,ZHRKJX5UGJY7,214783,2,0,Open,1
W91QV115C0132,236220,2015-09-28,2100,Z2DA,Southeast,C7MJJ9QNGDD5,469937,2,0,Restricted,1
W912KC04C0018,236220,2004-09-29,2100,Y299,Northeast,NALLBVL1HRM4,140265,0,0,Restricted,1
W912QR05C0024,236220,2005-08-17,2100,Y199,Midwest,YL6UZ1NL6516,66231,0,0,Open,3
SPK33011C5544M001,236220,2011-09-06,1900,Y119,Southeast,LN9PU5M2YZN5,39698,0,0,Restricted,1
W9128F15C0042,236220,2015-09-29,2100,Y1JZ,West,HZP8JPQVX442,771519,4,18846,Restricted,1
3615200309D50361530300,236220,2003-09-15,12H2,Z199,Northeast,P8KQBUTYY2L8,321565,1,0,Open,2
47PA0318C0018,236220,2018-02-15,4740,Z2AA,Southeast,L3PEDEHACZY3,360003,3,18238,Restricted,1
47PG0422C0006,236220,2022-06-14,4740,Z2AA,Midwest,VL5HTBP1FZ79,13990,0,0,Open,2
5680200308D50568030484,236220,2003-08-15,12C2,Y182,Midwest,SG3GN6BBA5C9,419873,2,42455,Open,1
W912BU09C0057,236220,2009-09-29,2100,Z182,Southeast,KFNCDSZJZ6M3,14477000,16,1547375,Open,16
INPC2011100614,236220,2010-09-23,1443,Y300,Northeast,PB75ZXSP5534,555903,3,0,Restricted,1
GS10P05XFC0022,236220,2005-09-07,4740,Z179,West,JX8HZ5S2L396,234873,9,191694,Open,3
V244C00130,236220,2005-09-30,3600,Z141,Northeast,LALFKXYL3GL3,305204,0,0,Restricted,1
GS09P09WMC0017,236220,2009-03-27,4740,Z192,Southwest,PGTHBQD7LT28,16969,0,0,Restricted,1
GS03P10QKC0022,236220,2009-12-22,4740,Z111,Southeast,EPY6XNGSEHA8,4785,6,2583,Restricted,1
INP11PC60632,236220,2011-09-09,1443,Z199,Midwest,ZB4FFPMFKB64,96980,0,0,Open,1
W912NR15C0002,236220,2015-07-01,2100,C1BZ,West,HL3JTT5GHN23,88353,1,0,Open,3
W912LA18C8001,236220,2018-03-22,2100,Y1GD,West,YJGTUP1W3JX9,178799,0,0,Restricted,1
GS04P05RAC0014,236220,2005-01-05,4740,Z111,Southeast,Z4ZLCSXV4468,19450,0,0,Open,1
W911YP08C0007,236220,2008-03-26,2100,Z111,West,MXHDGNEDEL45,2950,0,0,Restricted,1
W917PM07C0087,236220,2007-09-14,2100,5680,Southeast,LN9PU5M2YZN5,1088485,2,0,Open,19
SAF20010C2247,236220,2010-04-12,1900,7035,Southeast,LN9PU5M2YZN5,127871,0,0,Open,3
VA259C0831,236220,2011-05-12,3600,Y249,West,EGZAXGX77CJ7,36993,0,0,Open,1
VA24514C0102,236220,2014-10-08,3600,Z1DA,Southeast,WH7JU3H2JC44,408000,4,78460,Open,8
W9126G15C0251,236220,2015-09-23,2100,Y1QA,Southwest,MDZQUDZPLUG3,46527000,37,7754052,Open,4
GS06P11TNC0011,236220,2010-10-05,4740,Z111,Midwest,MN12MHFFH9R7,35831,1,0,Open,1
19AQMM21C0101,236220,2021-06-08,1900,Y1AA,West,EGUEUHZLJDE9,527721,2,0,Restricted,1
12FPC322C0002,236220,2021-11-23,12D0,Z2JZ,Midwest,D5PNNVYQKC94,302500,7,1484,Open,2
75H70122C00013,236220,2022-09-06,7527,Y1DZ,Midwest,ZXX9BLSL71Y8,3621000,8,219733,Open,3
VA261C0447,236220,2008-06-02,3600,Z141,West,N6F2MJSH4WM8,1450000,0,0,Restricted,1
W9126G09C0066,236220,2009-09-29,2100,Z119,Southwest,EHASYEQPZYS3,1194951,6,70865,Restricted,1
FA486124C0028,236220,2024-07-29,5700,Z2NZ,West,TDUHN53G2741,495843,3,295460,Open,""
INLNDC070039,236220,2007-04-16,1422,Z119,West,G47MZHXDUE63,487665,4,33470,Open,2
GS09P14WFC0032,236220,2014-06-02,4740,Z2AA,West,Z7Y2JGPM59N3,9630,0,0,Open,1
47PD0218C0021,236220,2018-09-05,4740,Z2AA,Northeast,D4D1LCJPNZJ9,526377,4,108949,Restricted,1
AG32KWC150031,236220,2015-09-30,12K3,Y1PZ,Midwest,LZL3J61WVEY5,162286,0,0,Restricted,1
F11CC10487,236220,2011-09-28,3300,Z191,Northeast,DKH8CBB338P1,7820000,11,23545602,Open,7
N6274214C1312,236220,2014-06-17,1700,Z1BZ,West,TQRJKD7775R1,2699000,2,2699000,Open,""
2031ZA22C00473,236220,2022-09-30,2041,J045,Southeast,JJKPJR3QLCL5,121840,4,0,Open,1
W91B4P12C0050,236220,2012-08-15,2100,Y1DZ,Southeast,LN9PU5M2YZN5,40259,2,0,Open,1
INF13PC00300,236220,2013-09-19,1448,Y1JZ,Southwest,QQPLFNMSG443,140837,3,1321,Open,12
W912DR09C0053,236220,2009-08-18,2100,Y191,Southeast,KCCAQEJZBW63,9040000,21,1749677,Open,8
HQ003409L3014,236220,2008-12-16,97F5,Z111,Southeast,CDLQNUJUNZF3,793238,1,84461,Open,""
F0336CC10494,236220,2005-12-01,3300,Z191,Southeast,N8EHC4YGJKG5,0,5,187367,Open,5
GS04P07RAC0127,236220,2007-09-14,4740,Z111,Southeast,MQ1PG6HWBCQ4,70996,1,1980,Restricted,1
GS08P12JBP0063,236220,2012-06-27,4740,Z1AA,West,T29KPANQL3H2,3517,0,0,Open,1
W50S7J20C0002,236220,2019-12-10,2100,Z2QA,Southeast,CCJGA32ZSHV6,20962,0,0,Open,3
VA255C0812,236220,2008-09-29,3600,Z149,Midwest,YHMBL8SK1EK5,315000,0,0,Restricted,1
36C25020C0195,236220,2020-09-17,3600,Z1DA,Southeast,UJMKBK5AMBS4,798500,1,112238,Open,3
FA302924C0005,236220,2024-09-13,5700,Z2JZ,Southwest,CA9KMFKBBM13,5440000,1,0,Open,""
W912QR24C0004,236220,2023-12-15,2100,Y1FC,Northeast,ZL7MRVE6E4N3,18144999,2,0,Open,4
W9126G19C0162,236220,2019-09-27,2100,Y1AA,Southwest,WDKLMEUNHF95,3306331,12,50973,Restricted,1
47PB0618C0006,236220,2017-12-13,4740,Z2AA,Northeast,NZWSURFADCY1,43207,0,0,Restricted,1
FA441705C0007,236220,2005-09-26,5700,Y199,Southeast,DLG9X3LBX6M6,725600,2,10724,Open,""
AG5114C060004,236220,2006-07-31,12H2,Z199,Midwest,NFEBJ8138NU4,83500,0,0,Open,2
W9124709C0038,236220,2009-09-26,2100,Y300,Southeast,YJBKFTUDUU85,1369149,0,0,Restricted,1
FA480107C0012,236220,2007-09-27,5700,Z119,Southwest,YF5LDENYHMY7,2088094,5,168736,Open,""
W90YVD10C7013,236220,2009-12-17,2100,Y199,Southeast,LN9PU5M2YZN5,74791,2,0,Open,1
GS03P06QPM0028,236220,2006-05-10,4740,Z111,Southeast,EMDTFKG82L85,23690,0,0,Open,1
N6247309C3433,236220,2009-07-21,1700,Z179,West,HNFPFN7KV558,1028275,1,0,Open,""
W9124N10C0025,236220,2010-06-01,2100,Z111,West,PWMFYG34A469,129800,0,0,Open,13
N6945017C5631,236220,2017-07-14,1700,Y1BG,Southeast,E3RAXP8YLQE3,507908,2,14336,Open,""
W912DR18C0062,236220,2018-09-30,2100,Z1AZ,Southeast,H94HHBGP67D8,1643365,10,1669955,Restricted,1
697DCK22C00211,236220,2022-06-08,6920,Z1BA,Southwest,EWH6FCH1LQT6,1951458,12,421351,Open,1
GS02P16PEC7002,236220,2015-10-27,4740,Z2AA,Northeast,L9RBY2P4TL43,285260,2,53426,Restricted,1
W9128F20C0038,236220,2020-08-21,2100,Y1AA,West,UXSBJ33DSAH5,26744525,34,24931800,Open,2
W917BK07C0032,236220,2007-06-02,2100,Y239,Southeast,LN9PU5M2YZN5,153317,1,0,Open,15
47PE0219C0049,236220,2019-09-11,4740,Z2AA,Southeast,WKPBML82GJK9,13409,1,1575,Open,1
GS09P07WBC0008,236220,2006-10-18,4740,Y119,West,YTBYKLK4GU21,22089,0,0,Restricted,1
123K2518C0002,236220,2018-09-06,12H2,Y1AZ,Southwest,NZ6ALLJLGJ38,8472699,13,1661472,Restricted,1
36C26223C0146,236220,2023-07-06,3600,Y1DA,West,GJ5MWKXP2PF7,494566,0,0,Restricted,1
FA481922C0040,236220,2022-09-26,5700,Y1JZ,Northeast,EA53ZNXYUVS6,1999692,3,629348,Open,""
140P6423C0018,236220,2023-08-10,1443,Z2CZ,Midwest,HMDXVCSHN3X5,254383,0,0,Open,3
VA247C1595,236220,2011-07-28,3600,Z141,Southeast,TCDCEM1DKUH6,1459237,5,41125,Open,11
GS11P09YAC0023,236220,2009-01-30,4740,6115,Southeast,LHYHU8JCAZ53,41154,0,0,Restricted,1
HHSN292201200009C,236220,2012-05-10,7529,Z1NZ,Southeast,LMLJD42M2VC3,50000,3,150000,Open,1
V688C40590,236220,2004-09-21,3600,Z141,Southeast,UMLBNN6XTMJ7,69415,0,0,Restricted,1
47PE0617C0003,236220,2017-07-17,4740,Z2AZ,Southeast,WMJNKBFACFJ9,32700,0,0,Restricted,1
GS05P08SEC0016,236220,2008-03-17,4740,Z111,Midwest,NLGJDBPXKN84,245340,7,40126,Open,5
W9136404C0006,236220,2004-09-14,2100,P500,Midwest,ZDEPX1VJ3997,19374,1,6275,Restricted,1
INPC630005M119,236220,2005-11-28,1443,Z179,Midwest,D5PNNVYQKC94,281061,1,2878,Open,8
HSCG3107N6SA744,236220,2007-07-31,7008,AD61,West,KACQJL6WU259,26609,5,7148,Open,3
DABK3303C0007,236220,2003-09-30,2100,Z119,Southwest,M3ERUKB9BCA6,2965000,9,1262597,Restricted,1
FA488704C0045,236220,2004-07-30,5700,Z242,West,GCPTKFRJSPJ9,19900,1,2498,Open,""
V255C589A10343,236220,2005-09-30,3600,Z141,Midwest,PANFMJE2DYH2,2149969,0,0,Open,4
36C25022C0256,236220,2022-09-30,3600,Z1DA,Midwest,SW9UWJPMGKA7,932295,2,55030,Open,3
W912DR08C0091,236220,2008-09-30,2100,Y119,Southeast,WFZ9AGS5LS23,1891083,4,243935,Restricted,1
TOS16F0015,236220,2016-09-12,2001,Z1AA,Southeast,DRPKKLLCYMJ5,182505,2,19534,Restricted,1
W912CF07C0010,236220,2007-03-27,2100,Z111,Northeast,NQ19CGZB58J5,194955,4,10247,Open,6
W91JA411C7109,236220,2011-02-23,2100,Z299,Southeast,LN9PU5M2YZN5,78270,0,0,Open,1
W912QR14C0027,236220,2014-08-21,2100,Y1JZ,West,RPFLSU4UN4N2,7143462,1,55000,Open,26
W91JA411C7057,236220,2010-12-23,2100,Y245,Southeast,LN9PU5M2YZN5,7958,0,0,Open,1
W912BU20C0021,236220,2020-04-13,2100,Y1DA,West,JTT1TMUBS2N5,2960000,3,1432846,Open,8
VA69DRA1353,236220,2010-03-17,3600,Z149,Midwest,JANVK6LJ91R3,42500,0,0,Open,7
VA246RA0552,236220,2010-03-23,3600,Y149,Southeast,WL5SZ7A9KSJ4,272653,2,0,Open,6
GS06P17TKC0001,236220,2017-03-17,4740,Z1AA,Midwest,D5UMMENSEAR5,27332,2,54664,Open,1
N6247313C4212,236220,2013-01-08,1700,Z1AA,West,F3FCJLTLEEW4,2599069,1,66906,Open,""
N6927203C0029,236220,2003-09-25,1700,Z163,Southeast,C16GLRZ3QJW8,199642,1,22871,Open,""
W91B4P12C0057,236220,2012-09-27,2100,Y1CA,Southeast,LN9PU5M2YZN5,621363,1,621363,Open,1
W9124Q10C0545,236220,2010-08-12,2100,Z299,Southwest,GRHJCNCFM131,122000,1,459,Restricted,1
F13CC10079,236220,2012-11-28,3300,R499,Southeast,JS74GJFY5CV8,12750,0,0,Restricted,1
N6247311C2019,236220,2011-09-24,1700,Y159,West,K7KVV4LKL426,97615,0,0,Open,""
W91B4M09C7314,236220,2009-09-18,2100,Y293,Southeast,LN9PU5M2YZN5,74314,1,0,Open,1
VA248C1296,236220,2009-10-29,3600,Z141,Southeast,Q8MKJSCNMEM3,253500,0,0,Restricted,1
VA26314C0082,236220,2014-04-18,3600,Y1DZ,Midwest,J96QTKC5KVD4,148975,2,12360,Open,1
FA252111C0044,236220,2011-09-28,5700,Y199,Southeast,GVLVJC4BLLA9,1071557,4,357713,Open,""
VA26316C0093,236220,2016-08-31,3600,Y1DZ,Midwest,HUZQQ7RGZ6K8,5897000,3,4150,Open,7
36C25619C0115,236220,2019-08-20,3600,Y1DA,Southeast,NWJ1Z3M5EAE5,153578,0,0,Restricted,1
697DCK24C00237,236220,2024-06-06,6920,Z2BA,Southwest,LM5MW25PK6C4,19500,0,0,Open,1
VA24414C0378,236220,2014-08-29,3600,Z2NZ,Southeast,M5ZMJYHBNJ61,29297,1,6678,Open,2
W50S7S22C0002,236220,2022-09-27,2100,Z2AA,Midwest,PK71WTK9NWE8,747686,1,51914,Open,3
W919QA10C0021,236220,2010-07-07,2100,Y199,Southeast,LN9PU5M2YZN5,94444,0,0,Open,1
FA461019CA007,236220,2019-05-15,5700,Z2JZ,West,KQLSDGDM8YJ1,281752,0,0,Open,""
36C25922C0045,236220,2022-03-14,3600,Z2DA,Southwest,LLJTMQTZD681,19980,0,0,Open,2
V666C341,236220,2004-05-03,3600,Y111,West,PQK7KYBW4MP7,1014900,0,0,Open,7
DJFJFBI09006,236220,2009-03-09,1549,Z199,West,GDUERKAUYQC5,1637089,0,0,Restricted,1
VA247C0823,236220,2009-02-10,3600,Z141,Southeast,FAYAL13F2KB1,498623,0,0,Restricted,1
W9126G12C0014,236220,2012-02-03,2100,Y1PZ,Southwest,HZNQS2GNUME4,967033,2,0,Restricted,1
47PD0521C0001,236220,2021-03-03,4740,Z2AA,Northeast,NX1ANDTZJMB5,126116,1,6445,Open,1
V692C464,236220,2004-02-05,3600,Z199,West,WDHJCQEC4NT9,466855,0,0,Open,1
N6246705C3740,236220,2005-06-01,1700,Z119,Southwest,RK1JKAUL88J6,1319623,5,219981,Open,""
W5J9JE15C0030,236220,2015-09-15,2100,5520,Southeast,NN2NGPDNCK23,1694262,4,258970,Open,9
VA258C0186,236220,2008-09-26,3600,Z141,Midwest,U1YXZ1MEMKL6,463885,0,0,Restricted,1
SP470220C0012,236220,2020-06-15,97AS,Z2AA,Midwest,T8L9KVJ6UKV7,268325,1,17051,Open,""
N4008518C3018,236220,2018-05-25,1700,Y1MG,Midwest,XG48FXWL2R99,811457,1,0,Open,""
W912DQ09C4005,236220,2009-07-15,2100,Y149,West,WBV2Y7UDAEK6,13627000,31,899792,Open,9
47PA0322C0005,236220,2022-01-19,4740,Y1AZ,Midwest,FCLJG6BC8LV4,517358,2,0,Restricted,1
W91B4M09C7110,236220,2009-03-24,2100,Z163,Southeast,LN9PU5M2YZN5,639500,1,0,Open,1
W9126G22C0045,236220,2022-09-30,2100,Z2AZ,Southwest,WWXSGNFVJNM7,2440245,2,266898,Restricted,1
15BFA023C00000026,236220,2023-09-18,1540,Z2FF,Northeast,DJMUX4CCVFG3,8659000,2,364605,Open,2
W912BV08C2007,236220,2008-08-22,2100,Y119,Northeast,PH2VJ7PF5A84,3165000,2,23000,Open,4
HSCG8208C3WCA52,236220,2008-09-08,7008,Z299,Southeast,EB4SFDKCPFQ3,745085,7,30232,Restricted,1
VA248C1259,236220,2009-10-15,3600,Y152,Southeast,SUQXEM9N8FQ9,24955,0,0,Restricted,1
GS10P11XJP0034,236220,2011-07-11,4740,Z111,West,C1DGJK9QDH81,39661,0,0,Open,1
GS09P12WNC0004,236220,2011-11-03,4740,Z2AA,West,JK49HLRG7EA6,95961,7,13364,Open,1
N6247099C9123,236220,2003-02-06,1700,Y119,Southeast,RJACTB837YT1,3303342,11,179222,Open,""
VA24813C0020,236220,2013-03-06,3600,Z2NB,Southeast,LKKDLGFN9H13,738000,9,179055,Open,11
FA670318C0010,236220,2018-09-29,5700,Z2AA,Southeast,ZHZXLM74L9W3,4460310,9,278402,Open,""
W9124A23C0010,236220,2023-09-19,2100,Z2AZ,West,JJBYGM39TWM7,3594000,0,0,Open,3
W50S7524C0005,236220,2024-09-20,2100,Z2JZ,West,VJLRABACLTN9,253734,0,0,Open,4
FA480304C9017,236220,2004-07-26,5700,Z222,Southeast,HDKPXS1MK486,159478,1,26452,Open,""
VA25612C0264,236220,2012-06-28,3600,Y1DZ,Southwest,EADQTMA2RMD4,136000,2,0,Open,3
VA24914C0053,236220,2014-03-05,3600,Z1DA,Southeast,X6N1HC5H7M74,171697,1,9109,Restricted,1
70CMSW24C00000027,236220,2024-09-17,7012,Y1AZ,Southwest,V2ZBS5GE8GJ4,1727453,0,0,Restricted,1
140P2019C0041,236220,2019-07-10,1443,Z2QA,Southeast,M56LN125BLH9,1313916,10,187210,Restricted,1
47PM0220C0007,236220,2020-04-22,4740,Z2AA,Southeast,TM2DKS2X9TS9,318554,1,0,Restricted,1
FA667512C0013,236220,2012-09-26,5700,Z2AA,Southwest,C74JZDMHARB3,49270,3,0,Open,""
47PD0622C0007,236220,2022-03-16,4740,Z1AA,Northeast,D4D1LCJPNZJ9,143006,4,14853,Restricted,1
W912PP19C0020,236220,2019-07-19,2100,Z2JZ,Southwest,HX76DGGYC4V1,1692269,2,93731,Restricted,1
W912PP10C0036,236220,2010-09-29,2100,Y169,Southwest,MRT5NMVQQDL8,2637203,28,1023525,Open,""
W912PL16C0022,236220,2016-08-23,2100,Y1AZ,West,SLM7RNSKD525,15914025,13,4888949,Open,15
SP470213C1028,236220,2013-09-26,97AS,Z2AA,Midwest,LRGBFJFA6M89,571364,1,3505,Open,""
W50S6U24C0001,236220,2024-09-23,2100,Z2AA,West,GRGVD98552T5,4288954,0,0,Open,4
GS11P07YTC0458,236220,2007-08-27,4740,Z111,Southeast,S931LTFN63M7,11235,0,0,Restricted,1
47PM1018C0054,236220,2018-08-03,4740,Z2AA,Southeast,C7MJJ9QNGDD5,839614,2,88063,Restricted,1
AG4431C080002,236220,2008-01-11,12H2,Y174,Southeast,CAQLUJGXK1E1,29770,1,1632,Open,3
V600C0555,236220,2004-09-24,3600,Z141,West,TY23XTJ68CL4,148500,0,0,Restricted,1
FA521521C0004,236220,2020-11-12,5700,P400,West,HM1PS6FAK6U7,2334346,0,0,Open,""
47PB0418C0011,236220,2018-05-31,4740,Z2AA,Northeast,KX98RDBC5KM6,3850,0,0,Open,1
GS11P07YEC0133,236220,2007-05-10,4740,Z111,Southeast,LZYUDX42KJN9,5100,2,10010,Restricted,1
0069D200305DV69DC5488A,236220,2003-05-15,3600,Z141,Midwest,NWVBJ1ZR5R76,1458452,3,60071,Open,1
V664C05518A,236220,2004-09-29,3600,Z141,West,EBHQKW5EM4S7,284508,0,0,Restricted,1
